date,store_name,store_id,device_id,gps_location
1611155128000,Rewe,place_144,932,POINT (13.5639549 52.4461328)
1611059013000,Kaufland,place_213,47917,POINT (13.3286093 52.56765479999999)
1611034576000,Rewe,place_148,74312,POINT (13.5221 52.49818000000001)
1611072671000,Kaufland,place_214,40033,POINT (13.4445536 52.5640542)
1611047985000,Rewe,place_205,41370,POINT (13.6136141 52.5118765)
1611042292000,Aldi,place_109,47558,POINT (13.4307255 52.4924116)
1611072381000,Kaufland,place_226,48750,POINT (13.45614 52.53408)
1611082640000,Rewe,place_170,48420,POINT (13.215787 52.439629)
1611033199000,Aldi,place_109,47558,POINT (13.4305518 52.49208960000001)
1611054770000,Rewe,place_160,61490,POINT (13.338728 52.588613)
1611077455000,Mercedes,place_234,36911,POINT (13.329185 52.45978)
1611030521000,Aldi,place_109,47558,POINT (13.4305704 52.4921747)
1611072384000,Kaufland,place_214,40033,POINT (13.4447991 52.5642757)
1611085392000,Aldi,place_79,35578,POINT (13.27114 52.43912)
1611049003000,Kaufland,place_223,38564,POINT (13.50558 52.54835)
1611074035000,Rewe,place_148,45389,POINT (13.52187 52.49841)
1611072826000,Aldi,place_129,72918,POINT (13.459906 52.505433)
1611015491000,Kaufland,place_214,36127,POINT (13.44543 52.56336)
1611054772000,Rewe,place_160,61490,POINT (13.338728 52.588613)
1611074574000,Rewe,place_200,42256,POINT (13.2808986 52.3965241)
1611039394000,Rewe,place_176,44033,POINT (13.2614274 52.48739860000001)
1611038553000,Rewe,place_160,61490,POINT (13.339166 52.58866800000001)
1611059429000,Kaufland,place_224,129776,POINT (13.186141 52.5214455)
1611049627000,Burger King,place_35,116216,POINT (13.5147827 52.45255989999999)
1611110136000,Subway,place_52,160071,POINT (13.43308 52.51029000000001)
1611061671000,Rewe,place_207,41841,POINT (13.4477399 52.5059596)
1611064987000,Rewe,place_193,74556,POINT (13.40619 52.3534)
1611027491000,Kaufland,place_214,38206,POINT (13.44529 52.56442)
1611081921000,Rewe,place_179,39681,POINT (13.56896 52.52826)
1611058368000,Kaufland,place_225,43010,POINT (13.36767 52.46164)
1611058007000,Aldi,place_99,45575,POINT (13.4221467 52.4190812)
