date,store_name,store_id,unique_visits,total_signals,addidas,apple,bmw,employed,female,high_income,honda,h_&_m,job_seeking,low_income,male,mercedes-benz,middle_income,retired,student,tommy_helfinger
2021-01-02,McDonald's,place_5,3,18,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1
2021-01-02,McDonald's,place_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,McDonald's,place_8,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Mercedes,place_232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Mercedes,place_234,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Renault,place_238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_138,17,109,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2
2021-01-02,Rewe,place_139,3,4,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1
2021-01-02,Rewe,place_140,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_141,4,9,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1
2021-01-02,Rewe,place_143,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_144,5,21,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1
2021-01-02,Rewe,place_145,9,21,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1
2021-01-02,Rewe,place_146,11,25,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2
2021-01-02,Rewe,place_148,22,66,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1
2021-01-02,Rewe,place_149,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1
2021-01-02,Rewe,place_150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_151,3,5,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1
2021-01-02,Rewe,place_152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_153,12,42,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1
2021-01-02,Rewe,place_154,7,19,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1
2021-01-02,Rewe,place_156,2,12,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_157,5,12,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2
2021-01-02,Rewe,place_158,6,13,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1
2021-01-02,Rewe,place_159,6,62,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1
2021-01-02,Rewe,place_160,7,35,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1
2021-01-02,Rewe,place_161,6,8,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1
2021-01-02,Rewe,place_162,4,5,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1
2021-01-02,Rewe,place_163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_164,9,55,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1
2021-01-02,Rewe,place_165,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_169,4,4,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1
2021-01-02,Rewe,place_170,4,9,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1
2021-01-02,Rewe,place_171,8,35,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1
2021-01-02,Rewe,place_172,5,21,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
2021-01-02,Rewe,place_173,6,13,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1
2021-01-02,Rewe,place_175,5,9,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1
2021-01-02,Rewe,place_176,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_177,4,4,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1
2021-01-02,Rewe,place_178,6,42,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1
2021-01-02,Rewe,place_179,3,13,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2
2021-01-02,Rewe,place_180,9,27,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1
2021-01-02,Rewe,place_182,10,18,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1
2021-01-02,Rewe,place_183,4,6,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1
2021-01-02,Rewe,place_187,5,16,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1
2021-01-02,Rewe,place_189,3,6,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
2021-01-02,Rewe,place_190,10,42,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2
2021-01-02,Rewe,place_191,22,131,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1
2021-01-02,Rewe,place_192,3,49,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_193,14,73,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2
2021-01-02,Rewe,place_194,2,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1
2021-01-02,Rewe,place_195,6,17,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1
2021-01-02,Rewe,place_196,4,20,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1
2021-01-02,Rewe,place_198,2,7,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
2021-01-02,Rewe,place_199,12,24,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2
2021-01-02,Rewe,place_200,8,31,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1
2021-01-02,Rewe,place_201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-02,Rewe,place_203,7,16,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1
2021-01-02,Rewe,place_204,11,40,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1
2021-01-02,Rewe,place_205,18,97,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1
2021-01-02,Rewe,place_207,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
