date,store_name,store_id,device_id,gps_location,addidas,apple,bmw,employed,female,high_income,honda,h_&_m,job_seeking,low_income,male,mercedes-benz,middle_income,retired,student,tommy_helfinger
2021-01-09,Kaufland,place_216,16843,POINT (13.3774494 52.46797660000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_218,15885,POINT (13.2408697 52.3963659),0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_159,105562,POINT (13.3655102 52.5718064),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021-01-09,Kaufland,place_216,13149,POINT (13.3774276 52.4679659),1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Aldi,place_83,54462,POINT (13.37391 52.46827),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_138,3846,POINT (13.5447799 52.6770944),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_154,8829,POINT (13.58489 52.42517),0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Aldi,place_127,76152,POINT (13.576765 52.423477),0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2021-01-09,Rewe,place_187,608,POINT (13.3596 52.42072),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_156,343,POINT (13.377441 52.483741),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_215,5203,POINT (13.2191259 52.5378193),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_218,14276,POINT (13.2406967 52.3969622),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2021-01-09,Kaufland,place_219,12407,POINT (13.3356842 52.6035855),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_124,7562,POINT (13.5147086 52.64072660000001),0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2021-01-09,Kaufland,place_214,7602,POINT (13.44534 52.56387),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_218,14276,POINT (13.2406842 52.3967085),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2021-01-08,Rewe,place_189,50415,POINT (13.48112 52.52738000000001),0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_227,14903,POINT (13.2144975 52.5297247),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_125,6260,POINT (13.1969069 52.53942560000001),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_209,884,POINT (13.440955 52.394665),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_156,343,POINT (13.37746 52.483726),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_86,2355,POINT (13.5192997 52.4958681),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Aldi,place_132,55548,POINT (13.3395862 52.6049961),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_223,17228,POINT (13.50486 52.54818),0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2021-01-09,Aldi,place_62,4606,POINT (13.5196979 52.57525089999999),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_79,3508,POINT (13.2712223 52.4391421),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2021-01-09,Rewe,place_193,53250,POINT (13.405791 52.3535156),0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_217,3761,POINT (13.3732536 52.55880790000001),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_213,15547,POINT (13.3286968 52.5675906),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2021-01-09,Rewe,place_193,53250,POINT (13.4063201 52.353365),0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_138,3846,POINT (13.544492 52.6769278),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_125,6260,POINT (13.1969156 52.53937070000001),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,McDonald's,place_32,7533,POINT (13.3888546 52.5488789),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_227,1319,POINT (13.2143042 52.52914010000001),0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2021-01-09,Aldi,place_98,11492,POINT (13.3378881 52.4562025),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_223,4202,POINT (13.5048987 52.54818420000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_119,370,POINT (13.4125686 52.4014489),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_193,53250,POINT (13.4063201 52.353365),0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_138,3846,POINT (13.5447299 52.6770966),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_156,343,POINT (13.377475 52.48371),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_191,65508,POINT (13.529309 52.629294),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,McDonald's,place_32,7533,POINT (13.3888546 52.5488789),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_191,8924,POINT (13.52869 52.62951),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Aldi,place_135,5322,POINT (13.57857 52.56661),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_125,6260,POINT (13.1968846 52.5393802),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_220,940,POINT (13.3123608 52.4231697),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2021-01-09,Aldi,place_77,7555,POINT (13.401513 52.54893199999999),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_205,76518,POINT (13.6134612 52.51171460000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_158,34230,POINT (13.559923 52.48664599999999),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2021-01-09,Rewe,place_191,20326,POINT (13.529307 52.6294211),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021-01-09,Rewe,place_211,29083,POINT (13.59433 52.52956),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_138,30779,POINT (13.5448401 52.6771309),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Kaufland,place_214,59175,POINT (13.444597 52.564041),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2021-01-09,Kaufland,place_214,32292,POINT (13.444665 52.563896),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2021-01-09,Kaufland,place_214,32974,POINT (13.4451259 52.5644105),0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2021-01-09,Rewe,place_138,30779,POINT (13.544341 52.6770341),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,McDonald's,place_26,21173,POINT (13.464911 52.436252),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_216,35665,POINT (13.3769662 52.4677786),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_191,20326,POINT (13.5286919 52.6295041),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021-01-09,Rewe,place_191,26313,POINT (13.52897 52.62938000000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_207,18366,POINT (13.44701 52.50614),0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_214,25000,POINT (13.4448176 52.5642658),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_213,30367,POINT (13.328822 52.567554),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_159,28596,POINT (13.3653024 52.5717656),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_226,34734,POINT (13.45669 52.53411),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Kaufland,place_218,115432,POINT (13.24049 52.39676),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021-01-09,Rewe,place_182,25823,POINT (13.4287679 52.6071514),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_170,32789,POINT (13.21579 52.43942),0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2021-01-09,Rewe,place_191,34383,POINT (13.529407 52.62915400000001),0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_209,31157,POINT (13.4409342 52.3948453),0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
2021-01-09,Kaufland,place_214,22292,POINT (13.444975 52.563416),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_191,29129,POINT (13.5288043 52.6294524),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Kaufland,place_214,32974,POINT (13.4449105 52.5637546),0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2021-01-09,Kaufland,place_214,32974,POINT (13.4450963 52.56447270000001),0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2021-01-09,Aldi,place_119,22121,POINT (13.4123058 52.4015835),0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
2021-01-09,Aldi,place_111,28122,POINT (13.2368531 52.3958598),0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_111,28122,POINT (13.2369641 52.3959776),0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_158,35300,POINT (13.5596742 52.48686070000001),1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_138,29273,POINT (13.54434 52.67705600000001),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_218,55627,POINT (13.24071 52.39618),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_205,33607,POINT (13.613614 52.511816),1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_121,56467,POINT (13.4343079 52.6119968),1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2021-01-09,Rewe,place_173,29577,POINT (13.354858 52.412732),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_191,20326,POINT (13.529264 52.6294404),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_213,20780,POINT (13.32892 52.56768),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_215,29172,POINT (13.2192338 52.53860450000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2021-01-09,Rewe,place_200,28095,POINT (13.28097 52.3966),0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_221,30537,POINT (13.4483705 52.436466),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_200,24295,POINT (13.2804666 52.3967485),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_191,26313,POINT (13.52917 52.62946),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_138,30779,POINT (13.5446742 52.6772525),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,McDonald's,place_3,28790,POINT (13.3132776 52.4199165),0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2021-01-09,Aldi,place_135,28861,POINT (13.57838 52.56678),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_213,34493,POINT (13.3285446 52.56758660000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_151,30242,POINT (13.395 52.46456),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_203,22144,POINT (13.49327 52.41309),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_207,18366,POINT (13.447 52.50615),0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_138,29273,POINT (13.544556 52.677015),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_111,28122,POINT (13.2368658 52.3958691),0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_138,30779,POINT (13.5447625 52.6771901),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Kaufland,place_214,19777,POINT (13.4447161 52.5642002),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_191,30204,POINT (13.529206 52.629275),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_200,28095,POINT (13.28044 52.39672),0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_225,71004,POINT (13.36756 52.461679),0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
2021-01-09,Kaufland,place_213,34493,POINT (13.3284367 52.56748680000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_214,30917,POINT (13.4449739 52.5635485),0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2021-01-09,Rewe,place_204,47206,POINT (13.2915557 52.5831048),1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_214,37203,POINT (13.4455245 52.56436899999999),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_148,44981,POINT (13.5216148 52.498251),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_214,37203,POINT (13.4446696 52.56409820000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_153,42532,POINT (13.4908022 52.5438877),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_196,42195,POINT (13.434869 52.5096008),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_214,36444,POINT (13.4448148 52.5642415),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,McDonald's,place_14,38308,POINT (13.3079 52.63553),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_82,43215,POINT (13.5627415 52.5104359),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Aldi,place_89,44098,POINT (13.3569266 52.5376765),0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2021-01-09,Kaufland,place_215,49002,POINT (13.2186587 52.5377962),0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
2021-01-09,Rewe,place_148,46137,POINT (13.52125 52.49839),0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2021-01-09,Rewe,place_140,90369,POINT (13.45027 52.50888000000001),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2021-01-09,Aldi,place_124,48597,POINT (13.5145962 52.6405272),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_138,42453,POINT (13.5443569 52.67694470000001),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021-01-09,Rewe,place_159,89960,POINT (13.365324 52.571899),0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2021-01-09,Kaufland,place_226,81655,POINT (13.4568596 52.5335936),1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2021-01-09,Aldi,place_82,43215,POINT (13.5626779 52.5104143),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,McDonald's,place_27,46067,POINT (13.4695293 52.5037511),0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_203,41255,POINT (13.49285 52.4127),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2021-01-09,Aldi,place_82,43215,POINT (13.5628005 52.51056189999999),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_210,61577,POINT (13.2241253 52.4130708),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_144,37931,POINT (13.5640422 52.4460866),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_214,63089,POINT (13.44538 52.56378),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_144,46753,POINT (13.5640646 52.4460674),0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2021-01-09,Rewe,place_164,45533,POINT (13.3953866 52.566346),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,McDonald's,place_8,39201,POINT (13.4329541 52.3584466),1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_116,60523,POINT (13.6352 52.53661999999999),0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2021-01-09,Rewe,place_158,36939,POINT (13.5596015 52.48664470000001),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_204,47206,POINT (13.2913475 52.58328420000001),1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_214,49199,POINT (13.4449986 52.56439939999999),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Kaufland,place_215,37767,POINT (13.2195643 52.5382812),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_204,42660,POINT (13.29152 52.58305),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,McDonald's,place_8,39201,POINT (13.4330128 52.3584777),1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_223,42354,POINT (13.5050518 52.5483467),0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2021-01-09,Kaufland,place_221,40754,POINT (13.4478479 52.43675620000001),0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2021-01-09,Rewe,place_210,61577,POINT (13.2241786 52.413024),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_194,81406,POINT (13.481888 52.51201),0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2021-01-09,Kaufland,place_226,39724,POINT (13.456114 52.5340412),1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_204,38389,POINT (13.291378 52.583116),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Aldi,place_82,43215,POINT (13.5628003 52.51055890000001),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Kaufland,place_216,73395,POINT (13.37716 52.46771),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_191,42932,POINT (13.52876 52.62953),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_144,46753,POINT (13.5639925 52.44608639999999),0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2021-01-09,Rewe,place_204,38389,POINT (13.291414 52.583135),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_192,38390,POINT (13.45923 52.50578),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_173,42199,POINT (13.3548904 52.4127782),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2021-01-09,Kaufland,place_221,44875,POINT (13.44812 52.43675),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Rewe,place_159,89960,POINT (13.365357 52.571899),0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2021-01-09,Kaufland,place_224,36043,POINT (13.18617 52.52117),0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Aldi,place_102,46465,POINT (13.29137 52.39103),0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-09,Burger King,place_40,50168,POINT (13.5937886 52.5487978),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_219,44401,POINT (13.3349646 52.6033336),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_204,47206,POINT (13.2915689 52.58322510000001),1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Kaufland,place_215,37767,POINT (13.2187142 52.5376122),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-09,Rewe,place_160,61490,POINT (13.339028 52.588666),0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2021-01-09,Rewe,place_148,47249,POINT (13.5219676 52.4982906),0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Kaufland,place_214,45344,POINT (13.4455508 52.5642369),0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-01-09,Rewe,place_153,48792,POINT (13.490568 52.543846),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,McDonald's,place_20,10913,POINT (13.3797674 52.43745210000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,McDonald's,place_20,10913,POINT (13.3797771 52.43744720000001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Burger King,place_40,7305,POINT (13.5937647 52.5488107),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-10,McDonald's,place_22,19008,POINT (13.598918 52.59569499999999),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,McDonald's,place_20,7972,POINT (13.3796758 52.43744079999999),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2021-01-10,Burger King,place_48,17393,POINT (13.387221 52.520371),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,McDonald's,place_20,10913,POINT (13.3797167 52.4374614),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Aldi,place_79,8707,POINT (13.27117 52.43926999999999),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Rewe,place_210,61577,POINT (13.2241204 52.413068),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Rewe,place_210,61577,POINT (13.2241784 52.4130214),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Rewe,place_140,33250,POINT (13.4500584 52.5088657),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2021-01-10,McDonald's,place_13,38783,POINT (13.5437567 52.55295279999999),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Aldi,place_79,35578,POINT (13.27108 52.43915),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-10,McDonald's,place_13,38783,POINT (13.5437273 52.5529537),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Rewe,place_210,61577,POINT (13.2241204 52.413068),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,McDonald's,place_25,32917,POINT (13.5469265 52.431978),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Aldi,place_79,35578,POINT (13.27114 52.4392),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-10,Rewe,place_140,33250,POINT (13.4500584 52.5088657),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2021-01-10,Rewe,place_210,61577,POINT (13.2241204 52.413068),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Aldi,place_79,35578,POINT (13.27113 52.43913000000001),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-10,Aldi,place_79,35578,POINT (13.27114 52.4392),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-10,McDonald's,place_13,38783,POINT (13.5437479 52.552959),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Rewe,place_145,39190,POINT (13.556714 52.568602),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-10,Rewe,place_203,36860,POINT (13.4932 52.41302),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2021-01-11,Aldi,place_85,2681,POINT (13.5347462 52.5250215),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-11,Aldi,place_85,2681,POINT (13.5349114 52.5250438),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-11,Aldi,place_121,52107,POINT (13.4345794 52.6120474),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-11,Aldi,place_121,52107,POINT (13.434258 52.611983),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-11,Aldi,place_60,1756,POINT (13.4557559 52.4523645),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2021-01-11,Aldi,place_108,400,POINT (13.43477 52.35836),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-10,McDonald's,place_15,73038,POINT (13.186621 52.402908),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2021-01-11,Aldi,place_121,52107,POINT (13.4345016 52.612065),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-11,Aldi,place_58,2681,POINT (13.4841704 52.5223445),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-11,Aldi,place_85,2681,POINT (13.5348222 52.5250688),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-11,Rewe,place_187,6215,POINT (13.359599 52.420756),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-11,Kaufland,place_224,514,POINT (13.18569 52.52094),0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2021-01-11,Rewe,place_144,932,POINT (13.5640961 52.446082),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021-01-11,Rewe,place_193,2050,POINT (13.40579 52.35319000000001),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021-01-11,Kaufland,place_225,3755,POINT (13.367433 52.461974),0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2021-01-11,Rewe,place_196,83878,POINT (13.4352271 52.5097179),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-10,Rewe,place_210,61577,POINT (13.2241746 52.4130286),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-11,Rewe,place_154,3837,POINT (13.58495 52.425245),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-11,Rewe,place_211,105183,POINT (13.5943 52.52931),0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
